Date,Precio/Litro,Precio,Tem_prom,Litros
2021-11-16,13.73584906,728,20.5,53
2021-11-17,13.5,135,20.5,10
2021-11-18,12.44444444,112,20.5,9
2021-11-19,13.15,263,20.5,20
2021-11-20,12.72413793,369,20.5,29
2021-11-21,12.7826087,294,21.2,23
2021-11-22,13.38461538,174,21.2,13
2021-11-23,12,132,21.2,11
2021-11-24,12.72727273,140,21.2,11
2021-11-25,12,264,21.2,22
2021-11-26,12.75862069,370,21.2,29
2021-11-27,12.75862069,370,21.2,29
2021-11-28,12.41666667,149,21.2,12
2021-11-29,12.77419355,396,21.2,31
2021-11-30,11.5,69,21.2,6
2021-12-01,13,130,21.2,10
2021-12-02,13.33333333,80,21.2,6
2021-12-03,12.6,126,21.2,10
2021-12-04,11.9,119,21.2,10
2021-12-05,12.36842105,235,21.2,19
2021-12-06,12.73684211,242,21.2,19
2021-12-07,12.44897959,610,21.2,49
2021-12-08,11.5,46,21.2,4
2021-12-09,14,42,21.2,3
2021-12-10,14,42,21.2,3
2021-12-11,12.125,97,21.2,8
2021-12-12,11.72727273,129,21.2,11
2021-12-13,11.9,119,21.2,10
2021-12-14,13,52,21.2,4
2021-12-15,11.72222222,211,21.2,18
2021-12-16,12.41176471,211,21.2,17
2021-12-17,12.50887574,2114,21.2,169
2021-12-18,12.34615385,321,21.2,26
2021-12-19,12.40625,397,21.2,32
2021-12-20,12,60,21.2,5
2021-12-21,12.39583333,595,18.7,48
2021-12-22,12.18181818,1608,18.7,132
2021-12-23,10.66666667,32,18.7,3
2021-12-24,12.19858156,1720,18.7,141
2021-12-25,12.85714286,90,18.7,7
2021-12-26,12,264,18.7,22
2021-12-27,11.6,116,18.7,10
2021-12-28,12,264,18.7,22
2021-12-29,12.875,103,18.7,8
2021-12-30,13,130,18.7,10
2021-12-31,13,65,18.7,5
2022-01-01,13.28571429,93,18.7,7
2022-01-02,15,45,18.7,3
2022-01-03,12.96078431,661,18.7,51
2022-01-04,12.7,127,18.7,10
2022-01-05,12.52941176,213,18.7,17
2022-01-06,13.55555556,122,18.7,9
2022-01-07,13.22222222,119,18.7,9
2022-01-08,12.9,129,18.7,10
2022-01-09,15,45,18.7,3
2022-01-10,13.125,210,18.7,16
2022-01-11,12.25,49,18.7,4
2022-01-12,14.2,71,18.7,5
2022-01-13,12.9,129,18.7,10
2022-01-14,14.5,29,18.7,2
2022-01-15,13.21428571,185,18.7,14
2022-01-16,13.53846154,528,18.7,39
2022-01-17,13.23529412,225,18.7,17
2022-01-18,12.5,50,18.7,4
2022-01-19,13,130,18.7,10
2022-01-20,14.11111111,127,18.7,9
2022-01-21,13.125,105,18.6,8
2022-01-22,13.6875,219,18.6,16
2022-01-23,14.11111111,127,18.6,9
2022-01-24,13.64150943,2169,18.6,159
2022-01-25,13,130,18.6,10
2022-01-26,13.82608696,636,18.6,46
2022-01-27,14,126,18.6,9
2022-01-28,13.71428571,96,18.6,7
2022-01-29,14,70,18.6,5
2022-01-30,13.98918919,2588,18.6,185
2022-01-31,14.09375,451,18.6,32
2022-02-01,14.28571429,100,18.6,7
2022-02-02,13.81818182,152,18.6,11
2022-02-03,14.22222222,128,18.6,9
2022-02-04,15,105,18.6,7
2022-02-05,16.33333333,49,18.6,3
2022-02-06,14.06666667,211,18.6,15
2022-02-07,14,462,18.6,33
2022-02-08,14.36363636,158,18.6,11
2022-02-09,14.04861111,2023,18.6,144
2022-02-10,14.875,119,18.6,8
2022-02-11,14.44444444,130,18.6,9
2022-02-12,14.17857143,397,18.6,28
2022-02-13,14.8,74,18.6,5
2022-02-14,14.03125,449,18.6,32
2022-02-15,14.07582938,2970,18.6,211
2022-02-16,14.21641791,1905,18.6,134
2022-02-17,14.22222222,128,18.6,9
2022-02-18,14.17647059,241,21.3,17
2022-02-19,13.94117647,237,21.3,17
2022-02-20,14.25945946,2638,21.3,185
2022-02-21,14.09677419,437,21.3,31
2022-02-22,14.57142857,102,21.3,7
2022-02-23,14.81481481,400,21.3,27
2022-02-24,15.875,127,21.3,8
2022-02-25,14.96855346,2380,21.3,159
2022-02-26,15.875,127,21.3,8
2022-02-27,15.11904762,635,21.3,42
2022-02-28,14.93333333,448,21.3,30
2022-03-01,15.8,79,21.3,5
2022-03-02,15.57232704,2476,21.3,159
2022-03-03,17.5,70,21.3,4
2022-03-04,15.6,78,21.3,5
2022-03-05,16.375,131,21.3,8
2022-03-06,15.62745098,797,21.3,51
2022-03-07,15.64285714,438,21.3,28
2022-03-08,15.55882353,529,21.3,34
2022-03-09,14.74074074,398,21.3,27
2022-03-10,14.42857143,101,21.3,7
2022-03-11,14.5,116,21.3,8
2022-03-12,15.875,127,21.3,8
2022-03-13,14.85714286,208,21.3,14
2022-03-14,15.55172414,451,21.3,29
2022-03-15,14.5,87,21.3,6
2022-03-16,14.66666667,132,21.3,9
2022-03-17,15.14285714,106,21.3,7
2022-03-18,15.5,155,21.3,10
2022-03-19,16.5,66,21.3,4
2022-03-20,14.88888889,3350,21.3,225
2022-03-21,14.96666667,449,25,30
2022-03-22,14.66666667,132,25,9
2022-03-23,15.14285714,106,25,7
2022-03-24,14.66666667,132,25,9
2022-03-25,13.2,66,25,5
2022-03-26,14.71428571,618,25,42
2022-03-27,14.55555556,131,25,9
2022-03-28,14.5862069,423,25,29
2022-03-29,14.66666667,132,25,9
2022-03-30,14.51648352,1321,25,91
2022-03-31,14,126,25,9
2022-04-01,13.89473684,264,25,19
2022-04-02,14.11111111,127,25,9
2022-04-03,14.28571429,100,25,7
2022-04-04,13.93103448,404,25,29
2022-04-05,14.50609756,2379,25,164
2022-04-06,12.5,25,25,2
2022-04-07,13.97619048,587,25,42
2022-04-08,8,8,25,1
2022-04-09,14.4609375,1851,25,128
2022-04-10,14.60714286,409,25,28
2022-04-11,13.88888889,125,25,9
2022-04-12,14.11111111,127,25,9
2022-04-13,12.75,51,25,4
2022-04-14,12.75,51,25,4
2022-04-15,13.77777778,124,25,9
2022-04-16,14.61111111,263,25,18
2022-04-17,14.51724138,421,25,29
2022-04-18,14.57142857,102,25,7
